"","charMA.DRUGBANK_ID","charMA.DRUG_GROUPS","charMA.GENERIC_NAME"
"CMP5986","DB08745","experimental","4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE"
"CMP5987","DB08746","experimental","1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE"
"CMP5988","DB08747","experimental","(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one"
"CMP5989","DB08748","experimental","4-(Dimethylamino)benzoic acid"
"CMP5990","DB08749","experimental","3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE"
"CMP5991","DB08750","experimental","1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE"
"CMP5992","DB08751","experimental","N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE"
"CMP5993","DB08752","experimental","N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide"
"CMP5994","DB08753","experimental","4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE"
"CMP5995","DB08754","experimental","N-Caffeoyltyramine"
"CMP5996","DB08755","experimental","N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide"
"CMP5997","DB08757","experimental","5-(2-chlorophenyl)furan-2-carbohydrazide"
"CMP5998","DB08758","experimental","IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE"
"CMP5999","DB08759","experimental","[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID"
"CMP6000","DB08760","experimental","(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid"
"CMP6001","DB08761","experimental","(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione"
"CMP6002","DB08762","experimental","O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID"
"CMP6003","DB08763","experimental","[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE"
"CMP6004","DB08765","experimental","6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE"
"CMP6005","DB08766","experimental","Zofenoprilat"
"CMP6006","DB08767","experimental","2-(4-METHOXYPHENYL)ACETAMIDE"
"CMP6007","DB08768","experimental","N(6)-dimethylallyladenine"
"CMP6008","DB08770","experimental","4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol"
"CMP6009","DB08771","experimental","(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one"
"CMP6010","DB08772","experimental","Zopolrestat"
"CMP6011","DB08773","experimental","2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol"
"CMP6012","DB08774","experimental","1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine"
"CMP6013","DB08775","experimental","Benzoyl-tyrosine-alanine-fluoro-methyl ketone"
"CMP6014","DB08776","experimental","N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE"
"CMP6015","DB08777","experimental","5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE"
"CMP6016","DB08778","experimental","[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone"
"CMP6017","DB08779","experimental","2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol"
"CMP6018","DB08780","experimental","6-MORPHOLIN-4-YL-9H-PURINE"
"CMP6019","DB08781","experimental","1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE"
"CMP6020","DB08782","experimental","4-(2-AMINOETHYL)BENZENESULFONAMIDE"
"CMP6021","DB08784","experimental","2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID"
"CMP6022","DB08785","experimental","4-Methylcoumarin"
"CMP6023","DB08786","experimental","4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine"
"CMP6024","DB08788","experimental","3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE"
"CMP6025","DB08789","experimental","2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE"
"CMP6026","DB08790","experimental","1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID"
"CMP6027","DB08791","experimental","1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE"
"CMP6028","DB08792","experimental","Diloxanide"
"CMP6029","DB08794","withdrawn","Ethyl biscoumacetate"
"CMP6030","DB08795","experimental","Azidocillin"
"CMP6031","DB08796","experimental","Pipazethate"
"CMP6032","DB08797","approved","Salicylamide"
"CMP6033","DB08798","experimental","Sulfamoxole"
"CMP6034","DB08799","approved","Antazoline"
"CMP6035","DB08800","experimental","Chloropyramine"
"CMP6036","DB08801","approved; investigational","Dimetindene"
"CMP6037","DB08802","experimental","Isothipendyl"
"CMP6038","DB08803","experimental","Tymazoline"
"CMP6039","DB08804","approved; illicit","Nandrolone decanoate"
"CMP6040","DB08805","experimental","Metiamide"
"CMP6041","DB08806","experimental","Roxatidine acetate"
"CMP6042","DB08807","experimental","Bopindolol"
"CMP6043","DB08808","experimental","Bupranolol"
"CMP6044","DB08809","approved; investigational","Dichloroacetic acid"
"CMP6045","DB08810","investigational","Cinitapride"
"CMP6046","DB08811","experimental","Tofisopam"
"CMP6047","DB08814","approved; investigational","Triflusal"
"CMP6048","DB08815","approved; investigational","Lurasidone"
"CMP6049","DB08816","approved","Ticagrelor"
"CMP6050","DB08819","approved","Tafluprost"
"CMP6051","DB08820","approved","Ivacaftor"
"CMP6052","DB08822","approved; investigational","Azilsartan medoxomil"
"CMP6053","DB08824","approved","Ioflupane I-123"
"CMP6054","DB08826","approved","Deferiprone"
"CMP6055","DB08827","approved; investigational","Lomitapide"
"CMP6056","DB08828","approved; investigational","Vismodegib"
"CMP6057","DB08830","experimental","Dehydroascorbic acid"
"CMP6058","DB08831","experimental; investigational","2-deoxyglucose"
"CMP6059","DB08833","experimental","Taurochenodeoxycholic acid"
"CMP6060","DB08834","experimental; investigational","Tauroursodeoxycholic acid"
"CMP6061","DB08835","experimental","Spaglumic acid"
"CMP6062","DB08836","experimental; investigational","Temocapril"
"CMP6063","DB08837","experimental; investigational","Tetraethylammonium"
"CMP6064","DB08838","experimental","Agmatine"
"CMP6065","DB08839","investigational; nutraceutical","Serotonin"
"CMP6066","DB08840","experimental","N-methylnicotinamide"
"CMP6067","DB08841","investigational; nutraceutical","Tyramine"
"CMP6068","DB08842","approved; investigational","Acetylcarnitine"
"CMP6069","DB08843","investigational","GS 0573"
"CMP6070","DB08844","investigational","Uric acid"
"CMP6071","DB08845","experimental; investigational; nutraceutical","Oxogluric acid"
"CMP6072","DB08846","investigational","Ellagic acid"
"CMP6073","DB08847","experimental","Hydroxyproline"
"CMP6074","DB08848","experimental","Guvacine"
"CMP6075","DB08849","experimental","Nipecotic acid"
"CMP6076","DB08860","approved","Pitavastatin"
"CMP6077","DB08861","experimental","DPDPE"
"CMP6078","DB08864","approved","Rilpivirine"
"CMP6079","DB08865","approved","Crizotinib"
"CMP6080","DB08867","approved","Ulipristal"
"CMP6081","DB08868","approved; investigational","Fingolimod"
"CMP6082","DB08872","approved; investigational","Gabapentin enacarbil"
"CMP6083","DB08873","approved; withdrawn","Boceprevir"
"CMP6084","DB08875","approved; investigational","Cabozantinib"
"CMP6085","DB08877","approved","Ruxolitinib"
"CMP6086","DB08878","investigational; withdrawn","Aminopterin"
"CMP6087","DB08880","approved","Teriflunomide"
"CMP6088","DB08881","approved","Vemurafenib"
"CMP6089","DB08882","approved","Linagliptin"
"CMP6090","DB08883","approved","Perampanel"
"CMP6091","DB08887","approved; investigational; nutraceutical","Icosapent ethyl"
"CMP6092","DB08891","investigational","Arbaclofen"
"CMP6093","DB08892","investigational","Arbaclofen Placarbil"
"CMP6094","DB08893","approved","Mirabegron"
"CMP6095","DB08895","approved; investigational","Tofacitinib"
"CMP6096","DB08896","approved","Regorafenib"
"CMP6097","DB08897","approved","Aclidinium"
"CMP6098","DB08899","approved","Enzalutamide"
"CMP6099","DB08901","approved; investigational","Ponatinib"
"CMP6100","DB08903","approved","Bedaquiline"
"CMP6101","DB08905","approved; investigational; withdrawn","Formestane"
"CMP6102","DB08906","approved","Fluticasone furoate"
"CMP6103","DB08907","approved","Canagliflozin"
"CMP6104","DB08908","approved; investigational","Dimethyl fumarate"
"CMP6105","DB08910","approved","Pomalidomide"
"CMP6106","DB08911","approved","Trametinib"
"CMP6107","DB08912","approved; investigational","Dabrafenib"
"CMP6108","DB08915","investigational","Aleglitazar"
"CMP6109","DB08916","approved","Afatinib"
"CMP6110","DB08918","approved; investigational","Levomilnacipran"
"CMP6111","DB08921","investigational","(4R)-limonene"
"CMP6112","DB08922","experimental","Perospirone"
"CMP6113","DB08925","withdrawn","Adrafinil"
"CMP6114","DB08926","experimental","Acediasulfone"
"CMP6115","DB08927","experimental","Amperozide"
"CMP6116","DB08930","approved","Dolutegravir"
"CMP6117","DB08931","approved","Riociguat"
"CMP6118","DB08932","approved","Macitentan"
"CMP6119","DB08933","approved","Luliconazole"
"CMP6120","DB08934","approved","Sofosbuvir"
"CMP6121","DB08936","approved","Chlorcyclizine"
"CMP6122","DB08939","experimental","Letosteine"
"CMP6123","DB08940","experimental","Kebuzone"
"CMP6124","DB08941","approved; withdrawn","Isoxsuprine"
"CMP6125","DB08942","approved; withdrawn","Isoxicam"
"CMP6126","DB08943","approved","Isoconazole"
"CMP6127","DB08944","approved; withdrawn","Isoaminile"
"CMP6128","DB08946","approved; withdrawn","Iopanoic acid"
"CMP6129","DB08947","approved","Iopamidol"
"CMP6130","DB08948","withdrawn","Iodamide"
"CMP6131","DB08950","approved; withdrawn","Indoramin"
"CMP6132","DB08951","withdrawn","Indoprofen"
"CMP6133","DB08952","withdrawn","Indenolol"
"CMP6134","DB08953","investigational; withdrawn","Indalpine"
"CMP6135","DB08954","investigational; withdrawn","Ifenprodil"
"CMP6136","DB08955","withdrawn","Ibuproxam"
"CMP6137","DB08956","investigational; withdrawn","Hydroxydione"
"CMP6138","DB08957","experimental; withdrawn","Hexoprenaline"
"CMP6139","DB08958","approved; investigational","Hexetidine"
"CMP6140","DB08960","experimental","Hexamethonium"
"CMP6141","DB08961","investigational","Azosemide"
"CMP6142","DB08962","investigational; withdrawn","Glibornuride"
"CMP6143","DB08963","withdrawn","Glafenine"
"CMP6144","DB08964","approved; withdrawn","Gemeprost"
"CMP6145","DB08965","approved; withdrawn","Fusafungine"
"CMP6146","DB08966","approved","Fursultiamine"
"CMP6147","DB08967","approved","Dimetotiazine"
"CMP6148","DB08968","experimental; withdrawn","Fominoben"
"CMP6149","DB08969","withdrawn","Flurothyl"
"CMP6150","DB08970","experimental","Fluprednidene"
"CMP6151","DB08971","approved; withdrawn","Fluocortolone"
"CMP6152","DB08972","withdrawn","Flumequine"
"CMP6153","DB08973","approved; withdrawn","Fluclorolone acetonide"
"CMP6154","DB08974","experimental; withdrawn","Flubendazole"
"CMP6155","DB08975","withdrawn","Florantyrone"
"CMP6156","DB08976","approved; withdrawn","Floctafenine"
"CMP6157","DB08979","experimental","Fenspiride"
"CMP6158","DB08980","withdrawn","Fendiline"
"CMP6159","DB08981","approved","Fenbufen"
"CMP6160","DB08982","experimental","Etozoline"
"CMP6161","DB08983","experimental","Etofibrate"
"CMP6162","DB08984","experimental","Etofenamate"
"CMP6163","DB08985","approved; withdrawn","Etilefrine"
"CMP6164","DB08986","investigational; withdrawn","Etifoxine"
"CMP6165","DB08987","approved","Etidocaine"
"CMP6166","DB08988","approved; withdrawn","Ethoheptazine"
"CMP6167","DB08989","withdrawn","Etamivan"
"CMP6168","DB08990","experimental; withdrawn","Eprazinone"
"CMP6169","DB08991","experimental","Epirizole"
"CMP6170","DB08992","investigational","Eperisone"
"CMP6171","DB08993","experimental","Enviomycin"
"CMP6172","DB08994","experimental; withdrawn","Ditazole"
"CMP6173","DB08995","approved; investigational","Diosmin"
"CMP6174","DB08996","experimental; withdrawn","Dimetacrine"
"CMP6175","DB08997","withdrawn","Dexetimide"
"CMP6176","DB08998","experimental","Demexiptiline"
"CMP6177","DB08999","withdrawn","Cyclopentamine"
"CMP6178","DB09000","experimental","Cyamemazine"
"CMP6179","DB09002","experimental","Cloperastine"
"CMP6180","DB09003","experimental","Clocapramine"
"CMP6181","DB09004","withdrawn","Clobutinol"
"CMP6182","DB09006","experimental","Clinofibrate"
"CMP6183","DB09007","withdrawn","Chlorphenoxamine"
"CMP6184","DB09008","experimental; withdrawn","Cefaloridine"
"CMP6185","DB09009","approved","Articaine"
"CMP6186","DB09010","withdrawn","Carmofur"
"CMP6187","DB09011","experimental","Beclamide"
"CMP6188","DB09012","experimental; withdrawn","Carbazochrome"
"CMP6189","DB09013","experimental","Befunolol"
"CMP6190","DB09014","experimental","Captodiame"
"CMP6191","DB09015","approved; withdrawn","Canrenoic acid"
"CMP6192","DB09017","investigational; withdrawn","Brotizolam"
"CMP6193","DB09018","investigational","Bromopride"
"CMP6194","DB09019","approved","Bromhexine"
"CMP6195","DB09020","approved","Bisacodyl"
"CMP6196","DB09021","experimental","Benzoctamine"
"CMP6197","DB09022","investigational; withdrawn","Benfluorex"
"CMP6198","DB09023","withdrawn","Benactyzine"
"CMP6199","DB09028","experimental","Cytisine"
"CMP6200","DB09030","approved","Vorapaxar"
"CMP6201","DB09034","approved; investigational","Suvorexant"
"CMP6202","DB09038","approved","Empagliflozin"
"CMP6203","DB09039","approved","Eliglustat"
"CMP6204","DB09040","approved","Efinaconazole"
"CMP6205","DB09042","approved","Tedizolid phosphate"
"CMP6206","DB09047","approved; investigational","Finafloxacin"
"CMP6207","DB09048","approved; investigational","Netupitant"
"CMP6208","DB09050","approved; investigational","Ceftolozane"
"CMP6209","DB09053","approved","Ibrutinib"
"CMP6210","DB09054","approved","Idelalisib"
"CMP6211","DB09055","approved; investigational","Acipimox"
"CMP6212","DB09056","approved; investigational","Amorolfine"
"CMP6213","DB09060","approved","Avibactam"
"CMP6214","DB09061","approved; investigational","Cannabidiol"
"CMP6215","DB09062","experimental","Cefminox"
"CMP6216","DB09063","approved","Ceritinib"
"CMP6217","DB09064","approved; investigational","Ciprofibrate"
"CMP6218","DB09068","approved; investigational","Vortioxetine"
"CMP6219","DB09069","approved; investigational","Trimetazidine"
"CMP6220","DB09070","approved; investigational","Tibolone"
"CMP6221","DB09071","approved; investigational","Tasimelteon"
"CMP6222","DB09073","approved; investigational","Palbociclib"
"CMP6223","DB09074","approved","Olaparib"
"CMP6224","DB09075","approved","Edoxaban"
"CMP6225","DB09076","approved","Umeclidinium"
"CMP6226","DB09078","approved; investigational","Lenvatinib"
"CMP6227","DB09079","approved","Nintedanib"
"CMP6228","DB09080","approved","Olodaterol"
"CMP6229","DB09081","approved; investigational","Idebenone"
"CMP6230","DB09083","approved","Ivabradine"
"CMP6231","DB09084","approved","Benzydamine"
"CMP6232","DB09085","approved; vet_approved","Tetracaine"
"CMP6233","DB09086","approved","Eugenol"
"CMP6234","DB09088","approved; withdrawn","Amylocaine"
"CMP6235","DB09089","approved","Trimebutine"
"CMP6236","DB09090","approved","Pinaverium"
"CMP6237","DB09091","approved; withdrawn","Tixocortol"
"CMP6238","DB09092","approved; withdrawn","Xanthinol"
"CMP6239","DB09095","approved; investigational; withdrawn","Difluocortolone"
"CMP6240","DB09096","approved","Benzoyl peroxide"
"CMP6241","DB09097","approved; investigational","Quinagolide"
"CMP6242","DB09101","approved","Elvitegravir"
"CMP6243","DB09110","approved; investigational","Coenzyme M"
"CMP6244","DB09112","approved; investigational","Nitrous acid"
"CMP6245","DB09115","approved","Diiodohydroxyquinoline"
"CMP6246","DB09117","approved; investigational","Paraldehyde"
"CMP6247","DB09118","approved","Stiripentol"
"CMP6248","DB09119","approved","Eslicarbazepine acetate"
"CMP6249","DB09120","approved; investigational","Zucapsaicin"
"CMP6250","DB09123","approved","Dienogest"
"CMP6251","DB09124","approved; withdrawn","Medrogestone"
"CMP6252","DB09128","approved; investigational","Brexpiprazole"
"CMP6253","DB09133","approved","Iothalamic acid"
"CMP6254","DB09134","approved","Ioversol"
"CMP6255","DB09135","approved","Ioxilan"
"CMP6256","DB09136","approved","Isosulfan blue"
"CMP6257","DB09140","approved; vet_approved","Oxygen"
"CMP6258","DB09143","approved; investigational","Sonidegib"
"CMP6259","DB09144","approved; investigational","Uridine triacetate"
"CMP6260","DB09145","approved","Water"
"CMP6261","DB09148","approved","Florbetaben (18F)"
"CMP6262","DB09149","approved; investigational","Florbetapir (18F)"
"CMP6263","DB09151","approved; investigational","Flutemetamol (18F)"
"CMP6264","DB09152","approved; vet_approved","Nitrogen"
"CMP6265","DB09157","approved; investigational; vet_approved","Carbon dioxide"
"CMP6266","DB09166","experimental","Etizolam"
"CMP6267","DB09167","approved","Dosulepin"
"CMP6268","DB09168","illicit","4-Phenylfentanyl"
"CMP6269","DB09169","illicit","3-Allylfentanyl"
"CMP6270","DB09170","illicit","β-Hydroxythiofentanyl"
"CMP6271","DB09171","illicit","β-Methylfentanyl"
"CMP6272","DB09172","illicit","Brifentanil"
"CMP6273","DB09173","illicit","Butyrfentanyl"
"CMP6274","DB09174","illicit","Lofentanil"
"CMP6275","DB09175","experimental","Mirfentanil"
"CMP6276","DB09177","illicit","p-Fluorofentanyl"
"CMP6277","DB09178","illicit","Phenaridine"
"CMP6278","DB09179","experimental","R-30490"
"CMP6279","DB09180","illicit","Thienylfentanyl"
"CMP6280","DB09181","experimental","Trefentanil"
"CMP6281","DB09182","illicit","Benzylfentanyl"
"CMP6282","DB09183","approved","Dasabuvir"
"CMP6283","DB09184","investigational","Edivoxetine"
"CMP6284","DB09185","approved; investigational; withdrawn","Viloxazine"
"CMP6285","DB09186","experimental","Nisoxetine"
"CMP6286","DB09187","experimental","Lortalamine"
"CMP6287","DB09188","experimental","Amedalin"
"CMP6288","DB09189","experimental","Daledalin"
"CMP6289","DB09190","experimental","Talopram"
"CMP6290","DB09191","experimental","Talsupram"
"CMP6291","DB09192","experimental","Tandamine"
"CMP6292","DB09193","experimental","CP-39,332"
"CMP6293","DB09194","withdrawn","Etoperidone"
"CMP6294","DB09195","approved","Lorpiprazole"
"CMP6295","DB09196","experimental","Lubazodone"
"CMP6296","DB09197","experimental","Mepiprazole"
"CMP6297","DB09198","experimental","Lobeglitazone"
"CMP6298","DB09199","experimental","Netoglitazone"
"CMP6299","DB09200","experimental; investigational","Rivoglitazone"
"CMP6300","DB09201","experimental","Ciglitazone"
"CMP6301","DB09202","experimental","Cirazoline"
"CMP6302","DB09203","experimental","Synephrine"
"CMP6303","DB09204","investigational","Arotinolol"
"CMP6304","DB09205","approved; investigational","Moxisylyte"
"CMP6305","DB09206","experimental","Trimazosin"
"CMP6306","DB09207","experimental","AS-8112"
"CMP6307","DB09209","approved; illicit","Pholcodine"
"CMP6308","DB09210","approved; investigational","Piracetam"
"CMP6309","DB09211","investigational","Limaprost"
"CMP6310","DB09212","approved","Loxoprofen"
"CMP6311","DB09213","approved; investigational","Dexibuprofen"
"CMP6312","DB09214","approved; investigational","Dexketoprofen"
"CMP6313","DB09215","withdrawn","Droxicam"
"CMP6314","DB09216","approved; investigational","Tolfenamic acid"
"CMP6315","DB09217","experimental; vet_approved","Firocoxib"
"CMP6316","DB09218","experimental","Clonixin"
"CMP6317","DB09219","approved","Bisoxatin"
"CMP6318","DB09220","approved; investigational","Nicorandil"
"CMP6319","DB09223","investigational","Blonanserin"
"CMP6320","DB09224","investigational","Melperone"
"CMP6321","DB09225","approved; investigational; withdrawn","Zotepine"
"CMP6322","DB09226","investigational","Brilaroxazine"
"CMP6323","DB09227","experimental","Barnidipine"
"CMP6324","DB09229","experimental","Aranidipine"
"CMP6325","DB09230","investigational","Azelnidipine"
"CMP6326","DB09231","experimental","Benidipine"
"CMP6327","DB09232","investigational","Cilnidipine"
"CMP6328","DB09233","experimental","Cronidipine"
"CMP6329","DB09234","experimental","Darodipine"
"CMP6330","DB09235","experimental","Efonidipine"
"CMP6331","DB09236","approved; investigational","Lacidipine"
"CMP6332","DB09237","approved; investigational","Levamlodipine"
"CMP6333","DB09238","approved; investigational","Manidipine"
"CMP6334","DB09239","experimental","Niguldipine"
"CMP6335","DB09242","approved; investigational","Moxonidine"
"CMP6336","DB09243","experimental","Hydracarbazine"
"CMP6337","DB09244","experimental","Pirlindole"
"CMP6338","DB09245","experimental","Toloxatone"
"CMP6339","DB09246","withdrawn","Benmoxin"
"CMP6340","DB09247","withdrawn","Iproclozide"
"CMP6341","DB09248","withdrawn","Mebanazine"
"CMP6342","DB09249","withdrawn","Octamoxin"
"CMP6343","DB09250","withdrawn","Pheniprazine"
"CMP6344","DB09251","withdrawn","Phenoxypropazine"
"CMP6345","DB09252","withdrawn","Pivhydrazine"
"CMP6346","DB09253","withdrawn","Safrazine"
"CMP6347","DB09254","withdrawn","Caroxazone"
"CMP6348","DB09256","approved; investigational","Tegafur"
"CMP6349","DB09257","approved","Gimeracil"
"CMP6350","DB09262","investigational","Imidafenacin"
"CMP6351","DB09268","approved","Picosulfuric acid"
"CMP6352","DB09269","approved","Phenylacetic acid"
"CMP6353","DB09272","approved; investigational","Eluxadoline"
"CMP6354","DB09273","experimental","Doxofylline"
"CMP6355","DB09274","approved; investigational","Artesunate"
"CMP6356","DB09279","investigational","Fimasartan"
"CMP6357","DB09280","approved","Lumacaftor"
"CMP6358","DB09282","approved; investigational","Molsidomine"
"CMP6359","DB09283","experimental","Trapidil"
"CMP6360","DB09284","investigational","Imolamine"
"CMP6361","DB09285","experimental","Morniflumate"
"CMP6362","DB09286","investigational","Pipamperone"
"CMP6363","DB09288","experimental","Propacetamol"
"CMP6364","DB09289","investigational","Tianeptine"
"CMP6365","DB09290","investigational","Ramosetron"
"CMP6366","DB09291","approved; investigational","Rolapitant"
"CMP6367","DB09292","approved","Sacubitril"
"CMP6368","DB09295","experimental","Talniflumate"
"CMP6369","DB09298","experimental; investigational","Silibinin"
"CMP6370","DB09299","approved","Tenofovir alafenamide"
"CMP6371","DB09304","experimental","Setiptiline"
"CMP6372","DB09305","experimental","Aptazapine"
"CMP6373","DB09306","experimental","Metralindole"
"CMP6374","DB09307","experimental","Oxaprotiline"
"CMP6375","DB09313","approved; investigational","Ioxaglic acid"
"CMP6376","DB09319","approved; investigational","Carindacillin"
"CMP6377","DB09324","approved","Sulbactam"
"CMP6378","DB09326","approved","Ammonia N-13"
"CMP6379","DB09330","approved","Osimertinib"
"CMP6380","DB09333","approved; investigational; withdrawn","Iopodic acid"
"CMP6381","DB09340","approved","Tyropanoic acid"
"CMP6382","DB09342","approved","Propoxycaine"
"CMP6383","DB09343","approved; investigational","Tipiracil"
"CMP6384","DB09345","approved","Pramocaine"
"CMP6385","DB09346","approved","Metrizoic acid"
"CMP6386","DB09347","withdrawn","Acetrizoic acid"
"CMP6387","DB09348","approved; withdrawn","Propiolactone"
"CMP6388","DB09350","approved; vet_approved","Piperonyl butoxide"
"CMP6389","DB09351","approved; investigational","Levobetaxolol"
"CMP6390","DB09352","approved","Hydroxyamphetamine"
"CMP6391","DB09353","approved","Octasulfur"
"CMP6392","DB09355","approved","Sulfabenzamide"
"CMP6393","DB09357","approved","Dexpanthenol"
"CMP6394","DB09366","approved","Propyliodone"
"CMP6395","DB09371","approved","Norethynodrel"
"CMP6396","DB09378","approved","Fluprednisolone"
"CMP6397","DB09383","approved; investigational","Meprednisone"
"CMP6398","DB09388","approved","Rose bengal I-131"
"CMP6399","DB09394","approved","Phosphoric acid"
"CMP6400","DB09401","approved; investigational","Isosorbide"
"CMP6401","DB09403","approved","Iocetamic acid"
"CMP6402","DB09415","approved","Meglumine"
"CMP6403","DB09421","approved; investigational","Protirelin"
"CMP6404","DB09459","experimental","L-tartaric acid"
"CMP6405","DB09462","approved; investigational","Glycerin"
"CMP6406","DB09477","approved","Enalaprilat"
"CMP6407","DB09480","approved","Iofetamine I-123"
"CMP6408","DB09488","approved","Acrivastine"
"CMP6409","DB09494","approved","Cetyl alcohol"
"CMP6410","DB09495","approved; investigational","Avobenzone"
"CMP6411","DB09496","approved; investigational","Octinoxate"
"CMP6412","DB09499","approved; investigational","Thiosulfuric acid"
"CMP6413","DB09502","approved; investigational","Fludeoxyglucose (18F)"
"CMP6414","DB09510","approved","Urea C-13"
"CMP6415","DB09513","approved","Urea C-14"
"CMP6416","DB09516","approved","Mequinol"
"CMP6417","DB09526","approved; investigational","Hydroquinone"
"CMP6418","DB09531","approved","Perflexane"
"CMP6419","DB09534","approved","Ecamsule"
"CMP6420","DB09535","approved; investigational","Octocrylene"
"CMP6421","DB09543","approved; vet_approved","Methyl salicylate"
